device_id,device_info,device_type,os,browser,screen,match_status,is_new,is_proxy
SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,New,
rv:58.0 | Mac OS X 10.9 | firefox 58.0 | 1366x768,rv:58.0,desktop,Mac OS X 10.9,firefox 58.0,1366x768,match_status:2,Found,
iOS Device | iOS 11.3.0 | mobile safari generic | 2224x1668,iOS Device,mobile,iOS 11.3.0,mobile safari generic,2224x1668,match_status:1,New,
rv:53.0 | Windows 10 | firefox | 1920x1080,rv:53.0,desktop,Windows 10,firefox,1920x1080,match_status:2,Found,
SM-J110M Build/LMY48B |  | chrome 64.0 for android | ,SM-J110M Build/LMY48B,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 10 | chrome 60.0 | 1440x900,Windows,desktop,Windows 10,chrome 60.0,1440x900,match_status:2,Found,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 1024x768,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,1024x768,match_status:2,Found,
MacOS | Mac OS X 10_12_6 | chrome 64.0 | 5120x2880,MacOS,desktop,Mac OS X 10_12_6,chrome 64.0,5120x2880,match_status:2,New,
SAMSUNG-SM-G930A Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1280x720,SAMSUNG-SM-G930A Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,1280x720,match_status:2,Found,
MacOS | Mac OS X 10_11_5 | chrome 64.0 | 1280x800,MacOS,desktop,Mac OS X 10_11_5,chrome 64.0,1280x800,match_status:2,Found,
LG-K240 Build/MXB48T |  | chrome 58.0 for android | ,LG-K240 Build/MXB48T,mobile,,chrome 58.0 for android,,,New,
Windows | Windows 10 | firefox 59.0 | 1920x1080,Windows,desktop,Windows 10,firefox 59.0,1920x1080,match_status:0,New,
Hisense F20 Build/MMB29M |  | chrome 64.0 for android | ,Hisense F20 Build/MMB29M,mobile,,chrome 64.0 for android,,,New,
SM-N920G Build/NRD90M |  | chrome 64.0 for android | ,SM-N920G Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 10 | chrome 63.0 | 1720x1440,Windows,desktop,Windows 10,chrome 63.0,1720x1440,match_status:2,New,
GT-I9505 Build/LRX22C |  | chrome 58.0 for android | ,GT-I9505 Build/LRX22C,mobile,,chrome 58.0 for android,,,New,
GT-I8200N |  | chrome 64.0 for android | ,GT-I8200N,mobile,,chrome 64.0 for android,,,New,
Blade V6 Max Build/MRA58K |  | chrome 64.0 for android | ,Blade V6 Max Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 8.1 | firefox 58.0 | 1280x720,Windows,desktop,Windows 8.1,firefox 58.0,1280x720,match_status:2,New,
SAMSUNG |  | samsung browser 5.2 | ,SAMSUNG,mobile,,samsung browser 5.2,,,New,
Linux i686 |  | firefox | ,Linux i686,desktop,,firefox,,,New,
U |  | chrome 64.0 for android | ,U,mobile,,chrome 64.0 for android,,,New,
Hisense F102 Build/NRD90M |  | chrome 64.0 for android | ,Hisense F102 Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_13_3 | chrome 64.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_3,chrome 64.0,1920x1080,match_status:2,Found,
SAMSUNG-SM-G890A Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,SAMSUNG-SM-G890A Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,New,IP_PROXY:TRANSPARENT
E5606 |  | chrome 64.0 for android | ,E5606,mobile,,chrome 64.0 for android,,,Found,
SM-N910V Build/MMB29M | Android 6.0.1 | chrome 64.0 for android | 2560x1440,SM-N910V Build/MMB29M,mobile,Android 6.0.1,chrome 64.0 for android,2560x1440,match_status:2,New,
XT1021 Build/KXC21.5-40 |  | chrome 63.0 for android | ,XT1021 Build/KXC21.5-40,mobile,,chrome 63.0 for android,,,Found,
Lenovo TB3-710I Build/LMY47I |  | chrome 46.0 for android | ,Lenovo TB3-710I Build/LMY47I,mobile,,chrome 46.0 for android,,,New,
5017A |  | chrome 64.0 for android | ,5017A,mobile,,chrome 64.0 for android,,,New,
HTC Desire 510 Build/KOT49H |  | chrome 64.0 for android | ,HTC Desire 510 Build/KOT49H,mobile,,chrome 64.0 for android,,,New,
GT-P5210 Build/JDQ39 |  | chrome 64.0 for android | ,GT-P5210 Build/JDQ39,mobile,,chrome 64.0 for android,,,Found,
CHC-U03 Build/HuaweiCHC-U03 |  | other | ,CHC-U03 Build/HuaweiCHC-U03,mobile,,other,,,New,
Windows | Windows 10 | firefox 58.0 | 3200x1800,Windows,desktop,Windows 10,firefox 58.0,3200x1800,match_status:0,Found,IP_PROXY:ANONYMOUS
rv:58.0 | Mac OS X 10.9 | firefox 58.0 | 2560x1440,rv:58.0,desktop,Mac OS X 10.9,firefox 58.0,2560x1440,match_status:2,New,
MacOS | Mac OS X 10_13_3 | chrome 63.0 | 5120x2880,MacOS,desktop,Mac OS X 10_13_3,chrome 63.0,5120x2880,match_status:2,Found,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 3360x2100,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,3360x2100,match_status:2,Found,
Redmi 3S Build/MMB29M |  | chrome 54.0 for android | ,Redmi 3S Build/MMB29M,mobile,,chrome 54.0 for android,,,New,
Windows | Windows 10 | chrome 64.0 | 3200x1800,Windows,desktop,Windows 10,chrome 64.0,3200x1800,match_status:2,Found,
rv:55.0 | Mac OS X 10.12 | firefox 55.0 | 1440x900,rv:55.0,desktop,Mac OS X 10.12,firefox 55.0,1440x900,match_status:2,Found,
Windows | Windows 10 | chrome 63.0 | 800x600,Windows,desktop,Windows 10,chrome 63.0,800x600,match_status:2,New,
MacOS | Mac OS X 10_12_2 | safari generic | 2560x1600,MacOS,desktop,Mac OS X 10_12_2,safari generic,2560x1600,match_status:2,New,
rv:58.0 | Windows 10 | firefox | 1920x1080,rv:58.0,desktop,Windows 10,firefox,1920x1080,match_status:2,New,
MacOS | Mac OS X 10_13_2 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_2,chrome 64.0,1440x900,match_status:2,Found,
 | Linux | chrome 64.0 | 2960x1440,,desktop,Linux,chrome 64.0,2960x1440,match_status:2,New,
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 1360x768,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,1360x768,match_status:2,Found,
MacOS | Mac OS X 10_9_5 | chrome 64.0 | 1440x900,MacOS,desktop,Mac OS X 10_9_5,chrome 64.0,1440x900,match_status:2,Found,
Windows | Windows 7 | firefox 59.0 | 1366x768,Windows,desktop,Windows 7,firefox 59.0,1366x768,match_status:2,Found,
HTC One A9s Build/MRA58K |  | chrome 64.0 for android | ,HTC One A9s Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
iOS Device | iOS 11.2.2 | mobile safari generic | 2224x1668,iOS Device,mobile,iOS 11.2.2,mobile safari generic,2224x1668,match_status:1,New,
VS987 Build/NRD90U | Android 7.0 | chrome 64.0 for android | ,VS987 Build/NRD90U,mobile,Android 7.0,chrome 64.0 for android,,match_status:2,New,
rv:58.0 | Mac OS X 10.11 | firefox 58.0 | 1680x1050,rv:58.0,desktop,Mac OS X 10.11,firefox 58.0,1680x1050,match_status:2,Found,
MacOS | Mac OS X 10_13_3 | safari generic | 1920x1200,MacOS,desktop,Mac OS X 10_13_3,safari generic,1920x1200,match_status:2,New,
LG-M430 Build/NRD90U | Android 7.0 | chrome 64.0 for android | 1280x720,LG-M430 Build/NRD90U,mobile,Android 7.0,chrome 64.0 for android,1280x720,match_status:2,Found,IP_PROXY:TRANSPARENT
Windows | Windows 7 | chrome 64.0 | 1152x864,Windows,desktop,Windows 7,chrome 64.0,1152x864,match_status:2,Found,
Windows | Windows 10 | chrome 64.0 | 1920x1281,Windows,desktop,Windows 10,chrome 64.0,1920x1281,match_status:2,New,
WAS-LX3 Build/HUAWEIWAS-LX3 |  | chrome 61.0 for android | ,WAS-LX3 Build/HUAWEIWAS-LX3,mobile,,chrome 61.0 for android,,,New,
MacOS | Mac OS X 10_13_3 | chrome 49.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_3,chrome 49.0,1440x900,match_status:2,Found,
 | Linux | chrome 64.0 | ,,desktop,Linux,chrome 64.0,,match_status:2,New,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 2560x1440,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,2560x1440,match_status:2,Found,
LGMS210 Build/NRD90U |  | chrome 64.0 for android | ,LGMS210 Build/NRD90U,mobile,,chrome 64.0 for android,,,New,
moto x4 Build/OPW27.57-40 |  | chrome 64.0 for android | ,moto x4 Build/OPW27.57-40,mobile,,chrome 64.0 for android,,,Found,
Windows | Windows 10 | chrome 59.0 | 1680x1050,Windows,desktop,Windows 10,chrome 59.0,1680x1050,match_status:2,New,
SM-G950F Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2960x1440,SM-G950F Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,2960x1440,match_status:2,Found,
MacOS | Mac OS X 10_13_3 | chrome 58.0 | 2560x1600,MacOS,desktop,Mac OS X 10_13_3,chrome 58.0,2560x1600,match_status:2,Found,
Windows | Windows 10 | chrome 64.0 | 2048x1152,Windows,desktop,Windows 10,chrome 64.0,2048x1152,match_status:2,New,
B1-810 |  | chrome 61.0 for android | ,B1-810,mobile,,chrome 61.0 for android,,,New,
SM-S727VL Build/MMB29M | Android 6.0.1 | chrome 64.0 for android | 1280x720,SM-S727VL Build/MMB29M,mobile,Android 6.0.1,chrome 64.0 for android,1280x720,match_status:2,Found,
LG-H500 Build/LRX21Y |  | chrome 64.0 for android | ,LG-H500 Build/LRX21Y,mobile,,chrome 64.0 for android,,,New,
XT1585 Build/NCK25.118-10.5 | Android 7.0 | chrome 64.0 for android | 2560x1440,XT1585 Build/NCK25.118-10.5,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,New,
SM-G360V Build/LMY48B | Android 5.1.1 | chrome 64.0 for android | 801x480,SM-G360V Build/LMY48B,mobile,Android 5.1.1,chrome 64.0 for android,801x480,match_status:2,Unknown,
Moto G Play Build/NPIS26.48-36-2 |  | chrome 64.0 for android | ,Moto G Play Build/NPIS26.48-36-2,mobile,,chrome 64.0 for android,,,New,
SM-G532M Build/MMB29T |  | chrome 50.0 for android | ,SM-G532M Build/MMB29T,mobile,,chrome 50.0 for android,,,New,
STV100-4 Build/LMY47V |  | chrome 64.0 for android | ,STV100-4 Build/LMY47V,mobile,,chrome 64.0 for android,,,New,
Moto C Plus Build/NRD90M.05.034 |  | chrome 64.0 for android | ,Moto C Plus Build/NRD90M.05.034,mobile,,chrome 64.0 for android,,,New,
iOS Device | iOS 11.1.0 | mobile safari generic | 2436x1125,iOS Device,mobile,iOS 11.1.0,mobile safari generic,2436x1125,match_status:1,New,
gxq6580_weg_l Build/LMY47I |  | android browser 4.0 | ,gxq6580_weg_l Build/LMY47I,mobile,,android browser 4.0,,,New,
SM-J105B Build/LMY47V |  | chrome 59.0 for android | ,SM-J105B Build/LMY47V,mobile,,chrome 59.0 for android,,,New,
SM-T710 Build/NRD90M |  | chrome 64.0 for android | ,SM-T710 Build/NRD90M,mobile,,chrome 64.0 for android,,,Found,
Redmi 4X Build/N2G47H |  | chrome 64.0 for android | ,Redmi 4X Build/N2G47H,mobile,,chrome 64.0 for android,,,Found,
LGMP260 Build/NRD90U |  | chrome 64.0 for android | ,LGMP260 Build/NRD90U,mobile,,chrome 64.0 for android,,,New,
Vivo |  | chrome 64.0 for android | ,Vivo,mobile,,chrome 64.0 for android,,,New,
KFDOWI Build/LVY48F |  | chrome generic | ,KFDOWI Build/LVY48F,mobile,,chrome generic,,,New,
iOS Device | iOS 10.3.3 | chrome 64.0 for ios | 2048x1536,iOS Device,mobile,iOS 10.3.3,chrome 64.0 for ios,2048x1536,match_status:2,New,
TA-1004 |  |  | ,TA-1004,mobile,,,,,New,
Blade V6 Build/LRX22G |  | chrome 64.0 for android | ,Blade V6 Build/LRX22G,mobile,,chrome 64.0 for android,,,Found,
MacOS | Mac OS X 10_11_6 | safari generic | 2560x1080,MacOS,desktop,Mac OS X 10_11_6,safari generic,2560x1080,match_status:1,Found,
XT1021 Build/KXC21.5-40 |  | chrome 61.0 for android | ,XT1021 Build/KXC21.5-40,mobile,,chrome 61.0 for android,,,New,
Windows | Windows 8.1 | chrome 64.0 | 1280x720,Windows,desktop,Windows 8.1,chrome 64.0,1280x720,match_status:2,New,
Redmi 4A Build/MMB29M |  | chrome 54.0 for android | ,Redmi 4A Build/MMB29M,mobile,,chrome 54.0 for android,,,New,
ALE-L21 Build/HuaweiALE-L21 |  | android webview 4.0 | ,ALE-L21 Build/HuaweiALE-L21,mobile,,android webview 4.0,,,New,
SM-J500M Build/LMY48B |  | android browser 4.0 | ,SM-J500M Build/LMY48B,mobile,,android browser 4.0,,,New,
Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1280x720,Trident/7.0,desktop,Windows 8.1,ie 11.0 for desktop,1280x720,match_status:2,New,
SM-G313ML |  | other | ,SM-G313ML,mobile,,other,,,New,
MDDRJS |  | ie 11.0 for desktop | ,MDDRJS,desktop,,ie 11.0 for desktop,,,New,
E2306 Build/26.1.A.3.111 |  | chrome 64.0 for android | ,E2306 Build/26.1.A.3.111,mobile,,chrome 64.0 for android,,,Found,
Windows | Windows 8 | firefox 58.0 | 1920x1080,Windows,desktop,Windows 8,firefox 58.0,1920x1080,match_status:2,Found,
MYA-L13 Build/HUAWEIMYA-L13 |  | chrome 61.0 for android | ,MYA-L13 Build/HUAWEIMYA-L13,mobile,,chrome 61.0 for android,,,Found,
Windows | Windows 8.1 | firefox 58.0 | 1440x900,Windows,desktop,Windows 8.1,firefox 58.0,1440x900,match_status:2,New,
XT1064 Build/MPB24.65-34-3 |  | chrome 61.0 for android | ,XT1064 Build/MPB24.65-34-3,mobile,,chrome 61.0 for android,,,New,
ALCATEL ONE TOUCH 5036A Build/JDQ39 |  | chrome 63.0 for android | ,ALCATEL ONE TOUCH 5036A Build/JDQ39,mobile,,chrome 63.0 for android,,,New,
SM-G530M |  | chrome 64.0 for android | ,SM-G530M,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_13_2 | chrome 64.0 | 1680x1050,MacOS,desktop,Mac OS X 10_13_2,chrome 64.0,1680x1050,match_status:2,New,
LG-E980h |  | chrome 64.0 for android | ,LG-E980h,mobile,,chrome 64.0 for android,,,New,
MacOS | Mac OS X 10_13_2 | chrome 58.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_2,chrome 58.0,2880x1800,match_status:2,New,
LG-H542 Build/MRA58K |  | chrome 64.0 for android | ,LG-H542 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
M4 SS4458 Build/MMB29M |  | chrome 64.0 for android | ,M4 SS4458 Build/MMB29M,mobile,,chrome 64.0 for android,,,New,
 | Linux | chrome 64.0 | 1536x864,,desktop,Linux,chrome 64.0,1536x864,match_status:2,Found,
SM-G900W8 |  | chrome 64.0 for android | ,SM-G900W8,mobile,,chrome 64.0 for android,,,New,
BAH-L09 Build/HUAWEIBAH-L09 |  | chrome 64.0 for android | ,BAH-L09 Build/HUAWEIBAH-L09,mobile,,chrome 64.0 for android,,,Found,
iOS Device | iOS 11.2.5 | mobile safari generic | 2224x1668,iOS Device,mobile,iOS 11.2.5,mobile safari generic,2224x1668,match_status:1,New,
Z956 Build/MMB29M |  | chrome 62.0 for android | ,Z956 Build/MMB29M,mobile,,chrome 62.0 for android,,,New,
DLI-L22 Build/HONORDLI-L22 |  | chrome 64.0 for android | ,DLI-L22 Build/HONORDLI-L22,mobile,,chrome 64.0 for android,,,New,
iOS Device | iOS 10.1.1 | mobile safari generic | 1334x750,iOS Device,mobile,iOS 10.1.1,mobile safari generic,1334x750,match_status:1,New,
BLN-L24 Build/HONORBLN-L24 |  | chrome 64.0 for android | ,BLN-L24 Build/HONORBLN-L24,mobile,,chrome 64.0 for android,,,Found,
SM-G388F |  | chrome 64.0 for android | ,SM-G388F,mobile,,chrome 64.0 for android,,,Found,
MacOS | Mac OS X 10_13_2 | safari generic | 1024x640,MacOS,desktop,Mac OS X 10_13_2,safari generic,1024x640,match_status:2,New,
iOS Device | iOS | chrome | 2048x1536,iOS Device,mobile,iOS,chrome,2048x1536,match_status:2,New,
TA-1038 Build/NMF26O |  | chrome 64.0 for android | ,TA-1038 Build/NMF26O,mobile,,chrome 64.0 for android,,,New,
Z832 Build/MMB29M | Android 6.0.1 | chrome 63.0 for android | 855x480,Z832 Build/MMB29M,mobile,Android 6.0.1,chrome 63.0 for android,855x480,match_status:2,Found,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 2880x1800,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,2880x1800,match_status:2,New,
XT1254 Build/MCG24.251-5-5 | Android 6.0.1 | chrome 64.0 for android | 2560x1440,XT1254 Build/MCG24.251-5-5,mobile,Android 6.0.1,chrome 64.0 for android,2560x1440,match_status:2,Found,
Hisense U963 Build/MRA58K |  | chrome 64.0 for android | ,Hisense U963 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
HTCD160LVWPP |  | chrome 64.0 for android | ,HTCD160LVWPP,mobile,,chrome 64.0 for android,,,New,
Lenovo PB2-650Y Build/MRA58K |  | chrome 64.0 for android | ,Lenovo PB2-650Y Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
rv:52.0 | Windows 8.1 | firefox 52.0 | 1600x900,rv:52.0,desktop,Windows 8.1,firefox 52.0,1600x900,match_status:2,New,
HTC Desire 530 Build/MMB29M |  | chrome 64.0 for android | ,HTC Desire 530 Build/MMB29M,mobile,,chrome 64.0 for android,,,New,
Lenovo TB3-710F Build/LRX21M |  | chrome 55.0 for android | ,Lenovo TB3-710F Build/LRX21M,mobile,,chrome 55.0 for android,,,Found,
MacOS | Mac OS X 10_13_2 | chrome 64.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_2,chrome 64.0,1920x1080,match_status:2,New,
Pixel |  | chrome 64.0 for android | ,Pixel,mobile,,chrome 64.0 for android,,,Found,
LG-D320 Build/KOT49I.V10a |  | chrome generic | ,LG-D320 Build/KOT49I.V10a,desktop,,chrome generic,,,New,
Windows | Windows 10 | opera | 1366x768,Windows,desktop,Windows 10,opera,1366x768,match_status:1,Found,
Blade A460 Build/LMY47O |  | chrome 64.0 for android | ,Blade A460 Build/LMY47O,mobile,,chrome 64.0 for android,,,New,
rv:58.0 | Mac OS X 10.9 | firefox 58.0 | 1280x800,rv:58.0,desktop,Mac OS X 10.9,firefox 58.0,1280x800,match_status:2,Found,
VS995 Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,VS995 Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,Found,
rv:11.0 | Windows 7 | ie 11.0 for desktop | 1280x960,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1280x960,match_status:2,Found,
 | Linux | chrome 64.0 | 2560x1700,,desktop,Linux,chrome 64.0,2560x1700,match_status:2,Found,
Hisense L675 Build/MRA58K |  | chrome 64.0 for android | ,Hisense L675 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
HTC One mini Build/KOT49H |  | chrome generic | ,HTC One mini Build/KOT49H,desktop,,chrome generic,,,New,
Windows NT 6.1 | Windows 7 | ie | 1371x857,Windows NT 6.1,desktop,Windows 7,ie,1371x857,match_status:2,New,
SM-N9500 |  | chrome 64.0 for android | ,SM-N9500,mobile,,chrome 64.0 for android,,,New,
SAMSUNG-SGH-I337 |  | chrome 64.0 for android | ,SAMSUNG-SGH-I337,mobile,,chrome 64.0 for android,,,New,
Aquaris |  | chrome 64.0 for android | ,Aquaris,mobile,,chrome 64.0 for android,,,New,
LGMP450 Build/NRD90U | Android 7.0 | chrome 64.0 for android | 1920x1080,LGMP450 Build/NRD90U,mobile,Android 7.0,chrome 64.0 for android,1920x1080,match_status:2,New,
Windows | Windows 10 | chrome 56.0 | 1680x1050,Windows,desktop,Windows 10,chrome 56.0,1680x1050,match_status:2,Found,
Windows | Windows 7 | chrome 64.0 | 1728x972,Windows,desktop,Windows 7,chrome 64.0,1728x972,match_status:2,Found,
Moto G (4) Build/NPJ25.93-14.7 |  | samsung browser 6.2 | ,Moto G (4) Build/NPJ25.93-14.7,mobile,,samsung browser 6.2,,,New,
Windows | Windows 7 | chrome 64.0 | 2560x1080,Windows,desktop,Windows 7,chrome 64.0,2560x1080,match_status:2,Found,
SAMSUNG-SGH-I537 |  | chrome 64.0 for android | ,SAMSUNG-SGH-I537,mobile,,chrome 64.0 for android,,,New,
Windows | Windows 8.1 | chrome 64.0 | 2304x1296,Windows,desktop,Windows 8.1,chrome 64.0,2304x1296,match_status:2,Found,
LG-LS997 Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2560x1440,LG-LS997 Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2560x1440,match_status:2,Found,IP_PROXY:HIDDEN
F8331 Build/41.2.A.7.76 |  | chrome 64.0 for android | ,F8331 Build/41.2.A.7.76,mobile,,chrome 64.0 for android,,,Found,
5042A |  | chrome 64.0 for android | ,5042A,mobile,,chrome 64.0 for android,,,New,
E2104 |  | chrome 64.0 for android | ,E2104,mobile,,chrome 64.0 for android,,,New,
SM-G903W |  | chrome 64.0 for android | ,SM-G903W,mobile,,chrome 64.0 for android,,,Found,
orbis |  | chrome 64.0 for android | ,orbis,mobile,,chrome 64.0 for android,,,New,
E6553 |  | chrome 64.0 for android | ,E6553,mobile,,chrome 64.0 for android,,,New,
LG-D693n Build/LRX22G |  | chrome 57.0 for android | ,LG-D693n Build/LRX22G,mobile,,chrome 57.0 for android,,,Unknown,
MacOS | Mac | chrome 64.0 | 1280x800,MacOS,desktop,Mac,chrome 64.0,1280x800,match_status:2,New,
SM-G550T1 Build/MMB29K |  | chrome 61.0 for android | ,SM-G550T1 Build/MMB29K,mobile,,chrome 61.0 for android,,,Found,
SM-T113NU Build/KTU84P |  | chrome 55.0 for android | ,SM-T113NU Build/KTU84P,mobile,,chrome 55.0 for android,,,New,
iOS Device | iOS 11.2.5 | mobile safari uiwebview | 2208x1242,iOS Device,mobile,iOS 11.2.5,mobile safari uiwebview,2208x1242,match_status:2,New,
MacOS | Mac OS X 10_11_6 | chrome 64.0 | 1152x648,MacOS,desktop,Mac OS X 10_11_6,chrome 64.0,1152x648,match_status:2,New,
SM-G550T1 Build/MMB29K |  | chrome 64.0 for android | ,SM-G550T1 Build/MMB29K,mobile,,chrome 64.0 for android,,,New,
Blade V6 Max Build/MRA58K |  | chrome 61.0 for android | ,Blade V6 Max Build/MRA58K,mobile,,chrome 61.0 for android,,,New,
SM-G955U Build/NRD90M | Android 7.0 | chrome 64.0 for android | 2220x1080,SM-G955U Build/NRD90M,mobile,Android 7.0,chrome 64.0 for android,2220x1080,match_status:2,New,IP_PROXY:HIDDEN
Hisense F20 Build/MMB29M |  | chrome 59.0 for android | ,Hisense F20 Build/MMB29M,mobile,,chrome 59.0 for android,,,Found,
Blade V580 Build/LMY47D |  | chrome 58.0 for android | ,Blade V580 Build/LMY47D,mobile,,chrome 58.0 for android,,,New,
LG-K430 Build/MRA58K |  | chrome 64.0 for android | ,LG-K430 Build/MRA58K,mobile,,chrome 64.0 for android,,,New,
Z410 |  | chrome 51.0 for android | ,Z410,mobile,,chrome 51.0 for android,,,Found,
BLN-L21 Build/HONORBLN-L21 |  | chrome 64.0 for android | ,BLN-L21 Build/HONORBLN-L21,mobile,,chrome 64.0 for android,,,New,
SM-G355M Build/KOT49H |  | chrome 64.0 for android | ,SM-G355M Build/KOT49H,mobile,,chrome 64.0 for android,,,Found,
5011A Build/NRD90M |  | chrome 64.0 for android | ,5011A Build/NRD90M,mobile,,chrome 64.0 for android,,,New,
SM-G730V |  | chrome 61.0 for android | ,SM-G730V,mobile,,chrome 61.0 for android,,,New,
SM-N950F Build/NMF26X |  | chrome 59.0 for android | ,SM-N950F Build/NMF26X,mobile,,chrome 59.0 for android,,,New,
SM-N920A Build/MMB29K |  | chrome 64.0 for android | ,SM-N920A Build/MMB29K,mobile,,chrome 64.0 for android,,,Found,
Windows | Windows 10 | chrome 64.0 | 2560x1080,Windows,desktop,Windows 10,chrome 64.0,2560x1080,match_status:0,New,
iOS Device | iOS | mobile safari generic | 1136x640,iOS Device,mobile,iOS,mobile safari generic,1136x640,match_status:1,New,
SM-T530NU Build/LRX22G | Android 5.0.2 | chrome 64.0 for android | 1280x800,SM-T530NU Build/LRX22G,mobile,Android 5.0.2,chrome 64.0 for android,1280x800,match_status:2,Found,
HUAWEI G7-L03 Build/HuaweiG7-L03 |  | chrome 64.0 for android | ,HUAWEI G7-L03 Build/HuaweiG7-L03,mobile,,chrome 64.0 for android,,,New,
 | Android | silk | ,,mobile,Android,silk,,match_status:2,New,
